FULLNAME,TITLE,THEME,UPDATEFREQ,FIRSTADDED_OPENDATA,LASTPOSTED_SDW,WHENREFRESHED_OPENDATA,SHAPEFILE
sewer_serv_area,Title not available,utility,Update Frequency not available,20200310,20210309,20210310,YES
